candidate_id,client_name,industry_type,position_skillset,candidate_skillset,interview_type,gender,candidate_current_location,candidate_job_location,interview_venue,candidate_native_location,q1,q2,q3,q4,q5,q6,q7,marital_status,attendance
CANDIDATE 152,ANZ,BFSI,NICHE,REGULATORY,SCHEDULED,MALE,BANGALORE,BANGALORE,BANGALORE,TRIVANDRUM,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 153,ANZ,BFSI,NICHE,REGULATORY,SCHEDULED,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 154,ANZ,BFSI,NICHE,REGULATORY,SCHEDULED,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 155,ANZ,BFSI,NICHE,REGULATORY,SCHEDULED,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 156,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 157,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 158,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 161,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,FEMALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 162,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 163,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,FEMALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 164,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,FEMALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 166,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 167,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 168,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 171,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 172,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 173,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,FEMALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 174,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 176,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 177,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 181,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,FEMALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 182,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 183,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,FEMALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 184,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 185,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 186,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 187,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 188,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 189,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 191,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,FEMALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 192,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 193,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 194,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 195,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 196,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 197,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 198,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 201,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,FEMALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 203,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,FEMALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 205,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 209,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 215,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 216,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 218,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 219,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 221,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,FEMALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 222,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 223,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 224,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 228,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 229,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 232,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 235,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 236,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 237,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 238,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 241,STANDARD CHARTERED BANK,BFSI,ROUTINE,ROUTINE,WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 242,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 243,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,CHENNAI,,,,,,,,SINGLE,YES
CANDIDATE 246,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,CHENNAI,,,,,,,,MARRIED,YES
CANDIDATE 247,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,KOLKATA,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 249,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,FEMALE,BANGALORE,BANGALORE,BANGALORE,CHENNAI,,,,,,,,SINGLE,YES
CANDIDATE 251,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,MUMBAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 252,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,HYDERABAD,,,,,,,,SINGLE,YES
CANDIDATE 253,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 254,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,FEMALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 258,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,HYDERABAD,NO,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 261,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,KOLKATA,,,,,,,,SINGLE,YES
CANDIDATE 263,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 264,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,KOLKATA,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 265,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,CHENNAI,,,,,,,,MARRIED,YES
CANDIDATE 269,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,,,,,,,,SINGLE,YES
CANDIDATE 273,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,CHENNAI,,,,,,,,SINGLE,YES
CANDIDATE 274,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,HYDERABAD,,,,,,,,MARRIED,YES
CANDIDATE 275,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 276,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,FEMALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 278,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,PUNE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 281,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,FEMALE,BANGALORE,BANGALORE,BANGALORE,ALLAHABAD,,,,,,,,SINGLE,YES
CANDIDATE 282,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 285,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,HYDERABAD,,,,,,,,MARRIED,YES
CANDIDATE 287,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,PUNE,,,,,,,,SINGLE,YES
CANDIDATE 291,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,FEMALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,,,,,,,,MARRIED,YES
CANDIDATE 292,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,FEMALE,BANGALORE,BANGALORE,BANGALORE,CUTTACK,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 294,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,NOIDA,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 295,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,PUNE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 296,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 298,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 299,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,FEMALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 301,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 302,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,PUNE,YES,YES,YES,NO,YES,YES,YES,MARRIED,YES
CANDIDATE 304,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 305,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,FEMALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,,,,,,,,SINGLE,YES
CANDIDATE 306,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,FEMALE,BANGALORE,BANGALORE,BANGALORE,PATNA,,,,,,,,SINGLE,YES
CANDIDATE 309,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,COCHIN,,,,,,,,MARRIED,YES
CANDIDATE 311,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,FEMALE,BANGALORE,BANGALORE,BANGALORE,CUTTACK,,,,,,,,SINGLE,YES
CANDIDATE 313,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 315,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 316,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 318,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,FEMALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,,,,,,,,SINGLE,YES
CANDIDATE 319,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,FEMALE,BANGALORE,BANGALORE,BANGALORE,KOLKATA,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 322,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 323,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,FEMALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 324,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,ALLAHABAD,,,,,,,,SINGLE,YES
CANDIDATE 328,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 329,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,MARRIED,YES
CANDIDATE 331,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 335,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,SINGLE,YES
CANDIDATE 336,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 338,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,NO,YES,YES,YES,SINGLE,YES
CANDIDATE 339,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 340,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,MARRIED,YES
CANDIDATE 343,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 344,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,,,,,,,,MARRIED,YES
CANDIDATE 348,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 350,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,NO,YES,YES,SINGLE,YES
CANDIDATE 352,HOSPIRA,PHARMACEUTICALS,NICHE,BIOSIMILAR,SCHEDULED,MALE,HYDERABAD,CHENNAI,HYDERABAD,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 354,HOSPIRA,PHARMACEUTICALS,NICHE,REGULATORY,SCHEDULED,MALE,HYDERABAD,CHENNAI,HYDERABAD,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 355,HOSPIRA,PHARMACEUTICALS,NICHE,REGULATORY,SCHEDULED,MALE,HYDERABAD,CHENNAI,HYDERABAD,VISAKAPATINAM,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 357,HOSPIRA,PHARMACEUTICALS,NICHE,REGULATORY,SCHEDULED,FEMALE,HYDERABAD,CHENNAI,HYDERABAD,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,YES
CANDIDATE 360,HOSPIRA,PHARMACEUTICALS,NICHE,REGULATORY,SCHEDULED,MALE,HYDERABAD,CHENNAI,HYDERABAD,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 361,HOSPIRA,PHARMACEUTICALS,NICHE,EMEA,SCHEDULED,MALE,HYDERABAD,CHENNAI,HYDERABAD,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 362,HOSPIRA,PHARMACEUTICALS,NICHE,EMEA,SCHEDULED,MALE,HYDERABAD,CHENNAI,HYDERABAD,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,MARRIED,YES
CANDIDATE 363,HOSPIRA,PHARMACEUTICALS,NICHE,EMEA,SCHEDULED,MALE,HYDERABAD,CHENNAI,HYDERABAD,CHITOOR,,,,,,,,MARRIED,YES
CANDIDATE 364,HOSPIRA,PHARMACEUTICALS,NICHE,BIOSIMILAR,SCHEDULED,MALE,HYDERABAD,CHENNAI,HYDERABAD,ANANTAPUR,YES,YES,NO,YES,YES,YES,YES,MARRIED,YES
